Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
90	-0.07	-0.11(-0.11)	0.04(88.0)
90	-0.1	-0.1(-0.1)	0.0(414)
90	-0.0	-0.07(-0.07)	0.07(14.4)
100	-0.09	-0.1(-0.1)	0.02(310)
100	-0.08	-0.11(-0.11)	0.03(66.4)
100	-0.1	-0.1(-0.1)	0.0(355)
100	-0.02	-0.07(-0.07)	0.05(10.7)
110	-0.06	-0.08(-0.08)	0.02(315)
110	-0.05	-0.08(-0.08)	0.03(66.1)
110	-0.07	-0.07(-0.07)	0.0(365)
110	-0.0	-0.05(-0.05)	0.05(9.9)
120	-0.04	-0.05(-0.05)	0.02(374)
120	-0.01	-0.05(-0.05)	0.04(79.2)
120	-0.05	-0.05(-0.05)	0.0(438)
120	0.06	-0.02(-0.02)	0.08(15.4)
130	-0.06	-0.07(-0.07)	0.01(282)
130	-0.04	-0.07(-0.07)	0.03(61.2)
130	-0.07	-0.07(-0.07)	0.0(335)
130	0.02	-0.04(-0.04)	0.06(13.0)
140	-0.09	-0.12(-0.12)	0.03(60.0)
140	-0.1	-0.11(-0.11)	0.01(277)
140	-0.11	-0.11(-0.11)	0.0(333)
140	-0.03	-0.09(-0.09)	0.05(10.8)
150	-0.02	-0.06(-0.06)	0.04(81.7)
150	-0.04	-0.06(-0.06)	0.02(373)
150	-0.06	-0.06(-0.06)	0.0(452)
150	0.04	-0.04(-0.04)	0.08(16.0)
160	-0.09	-0.12(-0.12)	0.03(57.0)
160	-0.09	-0.11(-0.11)	0.01(263)
160	-0.1	-0.1(-0.1)	0.0(322)
160	-0.03	-0.08(-0.08)	0.05(10.9)
170	-0.07	-0.1(-0.1)	0.03(56.9)
170	-0.09	-0.09(-0.09)	0.0(343)
170	-0.08	-0.09(-0.09)	0.01(277)
170	-0.02	-0.07(-0.07)	0.05(10.6)
180	-0.08	-0.1(-0.1)	0.03(53.7)
180	-0.09	-0.09(-0.09)	0.0(321)
180	-0.08	-0.09(-0.09)	0.01(257)
180	-0.03	-0.07(-0.07)	0.05(9.36)
190	-0.1	-0.13(-0.13)	0.03(64.8)
190	-0.11	-0.11(-0.11)	0.0(379)
190	-0.1	-0.12(-0.12)	0.02(302)
190	-0.01	-0.08(-0.08)	0.07(13.4)
200	-0.1	-0.13(-0.13)	0.03(64.5)
200	-0.1	-0.1(-0.1)	0.0(393)
200	-0.09	-0.11(-0.11)	0.02(309)
200	-0.03	-0.09(-0.09)	0.07(13.3)
210	-0.11	-0.13(-0.13)	0.03(52.8)
210	-0.11	-0.11(-0.11)	0.0(322)
210	-0.11	-0.12(-0.12)	0.01(252)
210	-0.03	-0.08(-0.08)	0.05(10.3)
220	-0.1	-0.13(-0.13)	0.03(55.5)
220	-0.11	-0.11(-0.11)	0.0(348)
220	-0.1	-0.12(-0.12)	0.01(269)
220	-0.03	-0.09(-0.09)	0.06(12.0)
230	-0.07	-0.1(-0.1)	0.03(59.3)
230	-0.09	-0.09(-0.09)	0.0(383)
230	-0.08	-0.09(-0.09)	0.01(293)
230	0.0	-0.06(-0.06)	0.06(12.8)
240	-0.1	-0.13(-0.13)	0.02(48.6)
240	-0.11	-0.11(-0.11)	0.0(307)
240	-0.11	-0.12(-0.12)	0.01(234)
240	-0.03	-0.07(-0.07)	0.05(9.07)
250	-0.04	-0.07(-0.07)	0.03(54.3)
250	-0.08	-0.08(-0.08)	0.0(346)
250	-0.07	-0.08(-0.08)	0.01(262)
250	0.02	-0.03(-0.03)	0.05(9.87)
260	-0.04	-0.07(-0.07)	0.03(63.1)
260	-0.06	-0.07(-0.07)	0.02(301)
260	-0.07	-0.07(-0.07)	0.0(398)
260	0.03	-0.03(-0.03)	0.06(11.3)
270	-0.11	-0.14(-0.14)	0.03(53.6)
270	-0.11	-0.12(-0.12)	0.01(260)
270	-0.11	-0.12(-0.12)	0.0(347)
270	-0.04	-0.09(-0.09)	0.05(10.1)
280	-0.09	-0.11(-0.11)	0.02(44.3)
280	-0.11	-0.12(-0.12)	0.01(208)
280	-0.11	-0.11(-0.11)	0.0(278)
280	-0.01	-0.05(-0.05)	0.04(7.89)
290	-0.1	-0.13(-0.13)	0.02(46.2)
290	-0.09	-0.11(-0.11)	0.01(231)
290	-0.1	-0.1(-0.1)	0.0(312)
290	-0.05	-0.08(-0.08)	0.04(7.76)
300	-0.11	-0.13(-0.13)	0.03(52.8)
300	-0.1	-0.11(-0.11)	0.01(252)
300	-0.11	-0.11(-0.11)	0.0(339)
300	-0.04	-0.09(-0.09)	0.05(9.32)
310	-0.09	-0.12(-0.12)	0.03(59.3)
310	-0.09	-0.11(-0.11)	0.01(288)
310	-0.1	-0.1(-0.1)	0.0(390)
310	-0.02	-0.07(-0.07)	0.05(10.3)
320	-0.08	-0.11(-0.11)	0.03(55.5)
320	-0.09	-0.11(-0.11)	0.01(271)
320	-0.1	-0.1(-0.1)	0.0(366)
320	-0.02	-0.07(-0.07)	0.05(9.95)
330	-0.1	-0.13(-0.13)	0.03(52.4)
330	-0.11	-0.12(-0.12)	0.01(256)
330	-0.11	-0.12(-0.12)	0.0(347)
330	-0.04	-0.08(-0.08)	0.04(9.0)
340	-0.1	-0.11(-0.11)	0.01(200)
340	-0.09	-0.11(-0.11)	0.02(40.7)
340	-0.1	-0.1(-0.1)	0.0(271)
340	-0.04	-0.07(-0.07)	0.03(6.89)
350	-0.12	-0.13(-0.13)	0.01(248)
350	-0.12	-0.14(-0.14)	0.03(51.0)
350	-0.12	-0.12(-0.12)	0.0(337)
350	-0.06	-0.1(-0.1)	0.04(8.52)
360	-0.11	-0.12(-0.12)	0.01(229)
360	-0.1	-0.13(-0.13)	0.02(46.0)
360	-0.11	-0.11(-0.11)	0.0(312)
360	-0.04	-0.08(-0.08)	0.04(7.57)
370	-0.1	-0.12(-0.12)	0.01(233)
370	-0.1	-0.12(-0.12)	0.02(47.3)
370	-0.11	-0.11(-0.11)	0.0(318)
370	-0.03	-0.07(-0.07)	0.04(7.83)
380	-0.11	-0.12(-0.12)	0.01(227)
380	-0.1	-0.13(-0.13)	0.02(47.0)
380	-0.12	-0.12(-0.12)	0.0(308)
380	-0.04	-0.08(-0.08)	0.04(7.9)
390	-0.11	-0.13(-0.13)	0.01(227)
390	-0.12	-0.14(-0.14)	0.02(46.3)
390	-0.12	-0.12(-0.12)	0.0(310)
390	-0.05	-0.09(-0.09)	0.04(7.69)
400	-0.11	-0.12(-0.12)	0.01(282)
400	-0.1	-0.13(-0.13)	0.03(58.1)
400	-0.11	-0.11(-0.11)	0.0(383)
400	-0.05	-0.1(-0.1)	0.05(9.68)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699136'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	-0.01(-0.01)	0.02(341)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699136'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699136'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699136'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.69	-0.01(-0.01)	1.7(341)
0	-0.01	-0.01(-0.01)	0.0(341)
0	0.16	-0.01(-0.01)	0.17(341)
10	-0.03	-0.05(-0.05)	0.02(383)
10	0.47	-0.04(-0.04)	0.51(101)
10	-0.05	-0.05(-0.05)	0.0(397)
10	0.07	-0.05(-0.05)	0.13(259)
20	-0.06	-0.08(-0.08)	0.02(375)
20	0.07	-0.07(-0.07)	0.14(27.8)
20	-0.08	-0.08(-0.08)	0.0(403)
20	-0.01	-0.09(-0.09)	0.08(159)
30	-0.05	-0.07(-0.07)	0.02(351)
30	0.1	-0.04(-0.04)	0.14(28.0)
30	-0.07	-0.07(-0.07)	0.0(390)
30	-0.02	-0.08(-0.08)	0.06(114)
40	-0.05	-0.06(-0.06)	0.02(327)
40	-0.06	-0.06(-0.06)	0.0(375)
40	0.06	-0.05(-0.05)	0.1(20.9)
40	-0.02	-0.07(-0.07)	0.05(98.4)
50	-0.07	-0.09(-0.09)	0.01(279)
50	-0.09	-0.09(-0.09)	0.0(332)
50	0.06	-0.06(-0.06)	0.12(24.1)
50	-0.05	-0.1(-0.1)	0.04(86.8)
60	-0.06	-0.07(-0.07)	0.01(269)
60	0.04	-0.04(-0.04)	0.08(16.9)
60	-0.07	-0.07(-0.07)	0.0(330)
60	-0.03	-0.08(-0.08)	0.04(86.2)
70	-0.07	-0.08(-0.08)	0.02(309)
70	0.1	-0.06(-0.06)	0.16(31.4)
70	-0.08	-0.08(-0.08)	0.0(390)
70	-0.03	-0.08(-0.08)	0.05(103)
80	-0.07	-0.08(-0.08)	0.01(227)
80	0.08	-0.04(-0.04)	0.12(24.9)
80	-0.08	-0.08(-0.08)	0.0(296)
80	-0.04	-0.08(-0.08)	0.04(74.2)
90	-0.1	-0.11(-0.11)	0.01(274)
90	0.03	-0.09(-0.09)	0.11(22.8)
90	-0.11	-0.11(-0.11)	0.0(365)
90	-0.07	-0.12(-0.12)	0.04(88.5)
100	0.03	-0.08(-0.08)	0.11(21.7)
100	-0.1	-0.11(-0.11)	0.01(226)
100	-0.11	-0.11(-0.11)	0.0(309)
100	-0.09	-0.12(-0.12)	0.03(70.0)
110	0.02	-0.06(-0.06)	0.08(16.7)
110	-0.08	-0.09(-0.09)	0.0(317)
110	-0.05	-0.09(-0.09)	0.04(75.1)
110	-0.08	-0.09(-0.09)	0.01(228)
120	0.12	-0.02(-0.02)	0.14(28.5)
120	-0.06	-0.06(-0.06)	0.0(381)
120	0.0	-0.05(-0.05)	0.05(108)
120	-0.05	-0.06(-0.06)	0.01(273)
130	0.09	-0.05(-0.05)	0.14(28.8)
130	-0.08	-0.08(-0.08)	0.0(289)
130	-0.03	-0.08(-0.08)	0.04(82.7)
130	-0.07	-0.08(-0.08)	0.01(205)
140	-0.0	-0.1(-0.1)	0.09(18.7)
140	-0.11	-0.11(-0.11)	0.0(285)
140	-0.08	-0.12(-0.12)	0.04(80.3)
140	-0.1	-0.11(-0.11)	0.01(201)
150	-0.06	-0.06(-0.06)	0.0(387)
150	0.1	-0.04(-0.04)	0.14(27.9)
150	-0.01	-0.07(-0.07)	0.06(111)
150	-0.05	-0.06(-0.06)	0.01(271)
160	-0.11	-0.11(-0.11)	0.0(274)
160	-0.01	-0.09(-0.09)	0.08(16.8)
160	-0.09	-0.13(-0.13)	0.04(78.5)
160	-0.11	-0.12(-0.12)	0.01(190)
170	-0.1	-0.1(-0.1)	0.0(292)
170	-0.07	-0.11(-0.11)	0.04(76.0)
170	0.02	-0.08(-0.08)	0.09(18.9)
170	-0.09	-0.1(-0.1)	0.01(200)
180	-0.1	-0.1(-0.1)	0.0(271)
180	-0.07	-0.11(-0.11)	0.03(67.4)
180	-0.01	-0.08(-0.08)	0.08(15.2)
180	-0.09	-0.1(-0.1)	0.01(183)
190	-0.12	-0.12(-0.12)	0.0(318)
190	-0.1	-0.14(-0.14)	0.04(80.0)
190	0.02	-0.09(-0.09)	0.11(22.0)
190	-0.11	-0.12(-0.12)	0.01(213)
200	-0.11	-0.11(-0.11)	0.0(329)
200	-0.09	-0.13(-0.13)	0.04(85.3)
200	-0.01	-0.11(-0.11)	0.1(19.5)
200	-0.11	-0.12(-0.12)	0.01(220)
210	-0.12	-0.12(-0.12)	0.0(266)
210	-0.1	-0.14(-0.14)	0.03(66.8)
210	-0.0	-0.08(-0.08)	0.08(16.1)
210	-0.12	-0.13(-0.13)	0.01(175)
220	-0.11	-0.12(-0.12)	0.0(288)
220	-0.1	-0.13(-0.13)	0.04(72.7)
220	-0.0	-0.1(-0.1)	0.09(18.9)
220	-0.11	-0.12(-0.12)	0.01(187)
230	-0.1	-0.1(-0.1)	0.0(314)
230	-0.06	-0.1(-0.1)	0.04(75.6)
230	0.03	-0.07(-0.07)	0.09(19.0)
230	-0.09	-0.1(-0.1)	0.01(203)
240	-0.12	-0.12(-0.12)	0.0(249)
240	-0.1	-0.13(-0.13)	0.03(59.1)
240	-0.02	-0.09(-0.09)	0.07(13.7)
240	-0.12	-0.12(-0.12)	0.01(158)
250	-0.08	-0.09(-0.09)	0.0(279)
250	-0.05	-0.08(-0.08)	0.03(65.4)
250	0.04	-0.03(-0.03)	0.08(15.1)
250	-0.08	-0.09(-0.09)	0.01(175)
260	-0.08	-0.08(-0.08)	0.0(317)
260	-0.04	-0.07(-0.07)	0.04(74.1)
260	0.05	-0.03(-0.03)	0.08(15.9)
260	-0.07	-0.08(-0.08)	0.01(197)
270	-0.12	-0.12(-0.12)	0.0(276)
270	-0.11	-0.14(-0.14)	0.03(62.3)
270	-0.02	-0.1(-0.1)	0.08(15.1)
270	-0.12	-0.13(-0.13)	0.01(168)
280	-0.12	-0.12(-0.12)	0.0(219)
280	-0.09	-0.12(-0.12)	0.03(50.9)
280	-0.01	-0.06(-0.06)	0.06(11.0)
280	-0.11	-0.12(-0.12)	0.01(133)
290	-0.11	-0.11(-0.11)	0.0(246)
290	-0.1	-0.13(-0.13)	0.03(52.4)
290	-0.04	-0.09(-0.09)	0.05(10.5)
290	-0.11	-0.12(-0.12)	0.01(147)
300	-0.12	-0.12(-0.12)	0.0(265)
300	-0.11	-0.14(-0.14)	0.03(59.4)
300	-0.03	-0.09(-0.09)	0.06(12.5)
300	-0.12	-0.13(-0.13)	0.01(158)
310	-0.11	-0.11(-0.11)	0.0(304)
310	-0.09	-0.12(-0.12)	0.03(65.8)
310	-0.11	-0.12(-0.12)	0.01(179)
310	-0.01	-0.08(-0.08)	0.07(14.3)
320	-0.11	-0.11(-0.11)	0.0(284)
320	-0.08	-0.11(-0.11)	0.03(60.6)
320	-0.11	-0.12(-0.12)	0.01(167)
320	-0.01	-0.08(-0.08)	0.07(13.2)
330	-0.12	-0.13(-0.13)	0.0(268)
330	-0.1	-0.13(-0.13)	0.03(56.8)
330	-0.12	-0.13(-0.13)	0.01(156)
330	-0.03	-0.09(-0.09)	0.06(11.2)
340	-0.11	-0.11(-0.11)	0.0(209)
340	-0.09	-0.11(-0.11)	0.02(43.9)
340	-0.11	-0.11(-0.11)	0.01(121)
340	-0.03	-0.08(-0.08)	0.04(8.38)
350	-0.13	-0.14(-0.14)	0.0(259)
350	-0.13	-0.15(-0.15)	0.03(54.4)
350	-0.13	-0.14(-0.14)	0.01(150)
350	-0.06	-0.11(-0.11)	0.05(10.1)
360	-0.13	-0.13(-0.13)	0.0(240)
360	-0.11	-0.13(-0.13)	0.02(49.1)
360	-0.12	-0.13(-0.13)	0.01(139)
360	-0.04	-0.08(-0.08)	0.05(9.08)
370	-0.12	-0.12(-0.12)	0.0(244)
370	-0.1	-0.13(-0.13)	0.03(50.2)
370	-0.11	-0.12(-0.12)	0.01(141)
370	-0.03	-0.08(-0.08)	0.05(9.26)
380	-0.13	-0.13(-0.13)	0.0(236)
380	-0.11	-0.13(-0.13)	0.02(49.5)
380	-0.12	-0.13(-0.13)	0.01(136)
380	-0.04	-0.08(-0.08)	0.05(9.19)
390	-0.13	-0.13(-0.13)	0.0(238)
390	-0.12	-0.15(-0.15)	0.02(49.0)
390	-0.13	-0.14(-0.14)	0.01(137)
390	-0.05	-0.1(-0.1)	0.04(8.99)
400	-0.12	-0.12(-0.12)	0.0(294)
400	-0.11	-0.14(-0.14)	0.03(61.5)
400	-0.12	-0.13(-0.13)	0.01(169)
400	-0.05	-0.1(-0.1)	0.06(11.3)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699138'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.69	-0.01(-0.01)	1.7(341)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699137'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699137'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699137'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	-0.01(-0.01)	0.02(341)
0	-0.01	-0.01(-0.01)	0.0(341)
0	0.16	-0.01(-0.01)	0.17(341)
10	0.27	-0.05(-0.05)	0.32(64.0)
10	-0.05	-0.06(-0.06)	0.02(360)
10	-0.06	-0.06(-0.06)	0.0(394)
10	0.01	-0.07(-0.07)	0.09(173)
20	0.26	-0.06(-0.06)	0.32(64.5)
20	-0.07	-0.09(-0.09)	0.02(352)
20	-0.09	-0.09(-0.09)	0.0(400)
20	0.01	-0.09(-0.09)	0.1(206)
30	0.25	-0.05(-0.05)	0.31(61.5)
30	-0.06	-0.07(-0.07)	0.02(328)
30	-0.07	-0.07(-0.07)	0.0(386)
30	0.01	-0.08(-0.08)	0.09(177)
40	0.17	-0.06(-0.06)	0.23(45.8)
40	-0.05	-0.06(-0.06)	0.0(379)
40	-0.04	-0.06(-0.06)	0.02(325)
40	0.02	-0.06(-0.06)	0.09(176)
50	0.21	-0.06(-0.06)	0.27(53.4)
50	-0.08	-0.08(-0.08)	0.0(334)
50	-0.07	-0.08(-0.08)	0.01(278)
50	-0.01	-0.09(-0.09)	0.08(151)
60	0.13	-0.05(-0.05)	0.18(36.1)
60	-0.06	-0.07(-0.07)	0.0(338)
60	-0.05	-0.07(-0.07)	0.01(286)
60	0.0	-0.08(-0.08)	0.08(158)
70	0.3	-0.06(-0.06)	0.36(71.1)
70	-0.07	-0.07(-0.07)	0.0(405)
70	-0.05	-0.07(-0.07)	0.02(346)
70	0.02	-0.07(-0.07)	0.1(192)
80	0.22	-0.05(-0.05)	0.26(52.8)
80	-0.07	-0.07(-0.07)	0.0(318)
80	-0.06	-0.07(-0.07)	0.01(272)
80	0.0	-0.07(-0.07)	0.08(158)
90	0.13	-0.09(-0.09)	0.22(43.5)
90	-0.09	-0.09(-0.09)	0.0(398)
90	-0.07	-0.09(-0.09)	0.02(335)
90	-0.03	-0.1(-0.1)	0.08(155)
100	0.2	-0.08(-0.08)	0.28(56.9)
100	-0.1	-0.1(-0.1)	0.0(336)
100	-0.09	-0.1(-0.1)	0.01(272)
100	-0.05	-0.11(-0.11)	0.06(125)
110	0.13	-0.07(-0.07)	0.2(40.4)
110	-0.07	-0.08(-0.08)	0.0(350)
110	-0.06	-0.08(-0.08)	0.01(292)
110	-0.02	-0.09(-0.09)	0.07(137)
120	0.25	-0.03(-0.03)	0.29(57.1)
120	-0.05	-0.05(-0.05)	0.0(427)
120	-0.03	-0.05(-0.05)	0.02(364)
120	0.05	-0.05(-0.05)	0.1(195)
130	0.23	-0.05(-0.05)	0.28(56.1)
130	-0.07	-0.07(-0.07)	0.0(328)
130	-0.06	-0.07(-0.07)	0.01(281)
130	0.01	-0.07(-0.07)	0.08(159)
140	-0.09	-0.1(-0.1)	0.0(324)
140	0.1	-0.1(-0.1)	0.19(38.1)
140	-0.08	-0.1(-0.1)	0.01(276)
140	-0.04	-0.11(-0.11)	0.07(144)
150	-0.05	-0.05(-0.05)	0.0(448)
150	0.28	-0.04(-0.04)	0.32(64.8)
150	-0.04	-0.06(-0.06)	0.02(390)
150	0.05	-0.06(-0.06)	0.11(226)
160	-0.09	-0.09(-0.09)	0.0(319)
160	0.08	-0.1(-0.1)	0.18(35.0)
160	-0.08	-0.1(-0.1)	0.01(272)
160	-0.05	-0.11(-0.11)	0.07(135)
170	-0.09	-0.09(-0.09)	0.0(339)
170	0.08	-0.09(-0.09)	0.17(34.1)
170	-0.07	-0.09(-0.09)	0.01(284)
170	-0.03	-0.1(-0.1)	0.06(130)
180	-0.09	-0.09(-0.09)	0.0(315)
180	0.05	-0.08(-0.08)	0.14(27.0)
180	-0.08	-0.09(-0.09)	0.01(258)
180	-0.04	-0.1(-0.1)	0.06(112)
190	-0.1	-0.1(-0.1)	0.0(367)
190	0.09	-0.11(-0.11)	0.2(40.3)
190	-0.09	-0.11(-0.11)	0.02(304)
190	-0.04	-0.12(-0.12)	0.08(167)
200	-0.1	-0.1(-0.1)	0.0(383)
200	0.11	-0.1(-0.1)	0.21(42.4)
200	-0.09	-0.1(-0.1)	0.02(315)
200	-0.05	-0.12(-0.12)	0.07(148)
210	-0.11	-0.11(-0.11)	0.0(304)
210	0.05	-0.1(-0.1)	0.15(29.7)
210	-0.1	-0.11(-0.11)	0.01(246)
210	-0.07	-0.13(-0.13)	0.05(107)
220	-0.1	-0.1(-0.1)	0.0(333)
220	0.07	-0.1(-0.1)	0.17(34.1)
220	-0.09	-0.1(-0.1)	0.01(269)
220	-0.06	-0.12(-0.12)	0.06(129)
230	-0.09	-0.09(-0.09)	0.0(362)
230	0.15	-0.07(-0.07)	0.22(43.8)
230	-0.08	-0.09(-0.09)	0.01(289)
230	-0.03	-0.09(-0.09)	0.07(138)
240	-0.1	-0.1(-0.1)	0.0(283)
240	-0.1	-0.11(-0.11)	0.01(225)
240	0.07	-0.09(-0.09)	0.16(32.5)
240	-0.06	-0.12(-0.12)	0.05(110)
250	-0.09	-0.09(-0.09)	0.0(315)
250	-0.08	-0.09(-0.09)	0.01(250)
250	0.09	-0.05(-0.05)	0.14(27.9)
250	-0.03	-0.09(-0.09)	0.05(108)
260	-0.08	-0.08(-0.08)	0.0(354)
260	-0.06	-0.08(-0.08)	0.01(276)
260	0.1	-0.04(-0.04)	0.14(28.3)
260	-0.02	-0.07(-0.07)	0.05(110)
270	-0.1	-0.11(-0.11)	0.0(305)
270	-0.1	-0.11(-0.11)	0.01(233)
270	0.13	-0.09(-0.09)	0.21(42.6)
270	-0.08	-0.13(-0.13)	0.05(90.2)
280	-0.11	-0.11(-0.11)	0.0(239)
280	-0.1	-0.11(-0.11)	0.01(182)
280	0.02	-0.08(-0.08)	0.1(20.5)
280	-0.08	-0.12(-0.12)	0.04(74.2)
290	-0.1	-0.1(-0.1)	0.0(267)
290	-0.1	-0.11(-0.11)	0.01(198)
290	0.01	-0.09(-0.09)	0.1(20.1)
290	-0.08	-0.12(-0.12)	0.04(74.8)
300	-0.11	-0.12(-0.12)	0.0(282)
300	-0.11	-0.12(-0.12)	0.01(209)
300	0.0	-0.1(-0.1)	0.11(21.2)
300	-0.09	-0.13(-0.13)	0.04(86.3)
310	-0.1	-0.1(-0.1)	0.0(321)
310	-0.1	-0.11(-0.11)	0.01(234)
310	0.04	-0.09(-0.09)	0.13(25.4)
310	-0.07	-0.12(-0.12)	0.05(93.2)
320	-0.11	-0.11(-0.11)	0.0(297)
320	-0.1	-0.11(-0.11)	0.01(214)
320	0.02	-0.09(-0.09)	0.11(21.4)
320	-0.07	-0.11(-0.11)	0.04(86.1)
330	-0.12	-0.12(-0.12)	0.0(275)
330	-0.11	-0.12(-0.12)	0.01(195)
330	-0.02	-0.1(-0.1)	0.08(16.3)
330	-0.1	-0.13(-0.13)	0.04(73.9)
340	-0.11	-0.11(-0.11)	0.0(213)
340	-0.1	-0.11(-0.11)	0.01(149)
340	-0.02	-0.08(-0.08)	0.06(11.5)
340	-0.09	-0.12(-0.12)	0.03(53.7)
350	-0.13	-0.13(-0.13)	0.0(261)
350	-0.13	-0.14(-0.14)	0.01(180)
350	-0.05	-0.11(-0.11)	0.07(13.2)
350	-0.12	-0.15(-0.15)	0.03(63.9)
360	-0.12	-0.12(-0.12)	0.0(241)
360	-0.12	-0.13(-0.13)	0.01(166)
360	-0.03	-0.09(-0.09)	0.06(12.0)
360	-0.1	-0.13(-0.13)	0.03(57.4)
370	-0.11	-0.11(-0.11)	0.0(244)
370	-0.11	-0.12(-0.12)	0.01(167)
370	-0.03	-0.09(-0.09)	0.06(11.8)
370	-0.1	-0.13(-0.13)	0.03(58.1)
380	-0.12	-0.12(-0.12)	0.0(234)
380	-0.12	-0.12(-0.12)	0.01(160)
380	-0.04	-0.09(-0.09)	0.06(11.3)
380	-0.11	-0.14(-0.14)	0.03(56.7)
390	-0.12	-0.13(-0.13)	0.0(237)
390	-0.12	-0.13(-0.13)	0.01(161)
390	-0.05	-0.11(-0.11)	0.06(11.0)
390	-0.11	-0.14(-0.14)	0.03(56.0)
400	-0.11	-0.11(-0.11)	0.0(292)
