Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
200	-0.03	-0.07(-0.07)	0.04(8.4)
200	-0.08	-0.11(-0.11)	0.02(471)
200	-0.1	-0.1(-0.1)	0.0(665)
210	-0.12	-0.14(-0.14)	0.02(47.2)
210	-0.1	-0.12(-0.12)	0.02(323)
210	-0.11	-0.12(-0.12)	0.0(459)
210	-0.07	-0.1(-0.1)	0.03(5.24)
220	-0.11	-0.14(-0.14)	0.03(63.6)
220	-0.09	-0.12(-0.12)	0.02(437)
220	-0.11	-0.11(-0.11)	0.0(627)
220	-0.07	-0.1(-0.1)	0.03(6.95)
230	-0.05	-0.09(-0.09)	0.04(71.6)
230	-0.05	-0.07(-0.07)	0.02(499)
230	-0.07	-0.07(-0.07)	0.0(721)
230	-0.01	-0.06(-0.06)	0.04(8.61)
240	-0.11	-0.14(-0.14)	0.02(45.9)
240	-0.11	-0.13(-0.13)	0.02(334)
240	-0.12	-0.13(-0.13)	0.0(488)
240	-0.05	-0.08(-0.08)	0.03(5.55)
250	-0.09	-0.12(-0.12)	0.03(60.1)
250	-0.08	-0.1(-0.1)	0.02(428)
250	-0.1	-0.1(-0.1)	0.0(630)
250	-0.05	-0.09(-0.09)	0.04(7.52)
260	-0.08	-0.11(-0.11)	0.03(62.0)
260	-0.08	-0.1(-0.1)	0.02(452)
260	-0.09	-0.09(-0.09)	0.0(670)
260	-0.03	-0.07(-0.07)	0.03(6.76)
270	-0.14	-0.16(-0.16)	0.03(57.2)
270	-0.11	-0.14(-0.14)	0.02(405)
270	-0.12	-0.13(-0.13)	0.0(603)
270	-0.08	-0.12(-0.12)	0.03(6.44)
280	-0.07	-0.1(-0.1)	0.03(61.9)
280	-0.08	-0.1(-0.1)	0.02(446)
280	-0.02	-0.06(-0.06)	0.04(7.22)
280	-0.09	-0.1(-0.1)	0.0(669)
290	-0.09	-0.12(-0.12)	0.03(50.7)
290	-0.08	-0.1(-0.1)	0.02(391)
290	-0.05	-0.08(-0.08)	0.03(5.43)
290	-0.1	-0.1(-0.1)	0.0(593)
300	-0.11	-0.14(-0.14)	0.03(59.7)
300	-0.09	-0.12(-0.12)	0.02(455)
300	-0.07	-0.1(-0.1)	0.03(6.51)
300	-0.11	-0.11(-0.11)	0.0(692)
310	-0.12	-0.14(-0.14)	0.02(37.8)
310	-0.12	-0.13(-0.13)	0.01(297)
310	-0.06	-0.08(-0.08)	0.02(3.95)
310	-0.12	-0.13(-0.13)	0.0(455)
320	-0.13	-0.15(-0.15)	0.02(46.9)
320	-0.12	-0.13(-0.13)	0.02(373)
320	-0.07	-0.09(-0.09)	0.02(4.96)
320	-0.13	-0.13(-0.13)	0.0(572)
330	-0.1	-0.12(-0.12)	0.03(52.7)
330	-0.09	-0.11(-0.11)	0.02(398)
330	-0.05	-0.08(-0.08)	0.03(5.54)
330	-0.1	-0.11(-0.11)	0.0(607)
340	-0.11	-0.13(-0.13)	0.02(49.5)
340	-0.1	-0.12(-0.12)	0.02(392)
340	-0.06	-0.09(-0.09)	0.03(5.25)
340	-0.11	-0.11(-0.11)	0.0(604)
350	-0.13	-0.15(-0.15)	0.02(46.6)
350	-0.12	-0.14(-0.14)	0.02(367)
350	-0.13	-0.13(-0.13)	0.0(566)
350	-0.08	-0.1(-0.1)	0.03(5.03)
360	-0.13	-0.16(-0.16)	0.03(52.5)
360	-0.12	-0.14(-0.14)	0.02(420)
360	-0.13	-0.13(-0.13)	0.0(648)
360	-0.08	-0.11(-0.11)	0.03(5.35)
370	-0.12	-0.15(-0.15)	0.03(52.0)
370	-0.1	-0.12(-0.12)	0.02(393)
370	-0.08	-0.11(-0.11)	0.03(5.56)
370	-0.11	-0.11(-0.11)	0.0(603)
380	-0.17	-0.19(-0.19)	0.02(37.1)
380	-0.15	-0.17(-0.17)	0.02(304)
380	-0.1	-0.12(-0.12)	0.02(3.89)
380	-0.16	-0.16(-0.16)	0.0(472)
390	-0.14	-0.17(-0.17)	0.03(62.2)
390	-0.12	-0.14(-0.14)	0.02(475)
390	-0.1	-0.14(-0.14)	0.03(6.74)
390	-0.13	-0.13(-0.13)	0.0(731)
400	-0.05	-0.07(-0.07)	0.02(46.7)
400	-0.05	-0.07(-0.07)	0.02(351)
400	-0.02	-0.04(-0.04)	0.03(5.04)
400	-0.06	-0.07(-0.07)	0.0(538)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809471'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809471'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809471'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	0.01(0.01)	0.0(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809471'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.04	0.01(0.01)	0.04(755)
0	3.78	0.01(0.01)	3.78(755)
0	0.38	0.01(0.01)	0.38(755)
10	-0.01	-0.04(-0.04)	0.03(556)
10	-0.04	-0.04(-0.04)	0.0(591)
10	0.73	-0.03(-0.03)	0.76(152)
10	0.11	-0.04(-0.04)	0.15(299)
20	-0.01	-0.04(-0.04)	0.04(755)
20	-0.04	-0.04(-0.04)	0.0(845)
20	0.16	-0.03(-0.03)	0.19(37.7)
20	0.04	-0.05(-0.05)	0.09(181)
30	-0.02	-0.05(-0.05)	0.03(583)
30	-0.05	-0.05(-0.05)	0.0(686)
30	0.09	-0.05(-0.05)	0.14(28.1)
30	-0.01	-0.06(-0.06)	0.05(109)
40	-0.03	-0.06(-0.06)	0.03(585)
40	-0.05	-0.06(-0.06)	0.0(726)
40	0.12	-0.05(-0.05)	0.17(33.6)
40	-0.03	-0.07(-0.07)	0.05(93.1)
50	-0.05	-0.08(-0.08)	0.03(529)
50	0.04	-0.07(-0.07)	0.11(22.9)
50	-0.07	-0.07(-0.07)	0.0(697)
50	-0.05	-0.1(-0.1)	0.05(94.1)
60	-0.02	-0.04(-0.04)	0.02(494)
60	0.06	-0.03(-0.03)	0.09(17.8)
60	-0.04	-0.04(-0.04)	0.0(673)
60	0.01	-0.05(-0.05)	0.06(112)
70	-0.04	-0.06(-0.06)	0.02(431)
70	0.04	-0.06(-0.06)	0.1(19.9)
70	-0.06	-0.06(-0.06)	0.0(608)
70	-0.02	-0.07(-0.07)	0.05(101)
80	0.08	-0.03(-0.03)	0.11(21.6)
80	-0.03	-0.05(-0.05)	0.02(422)
80	-0.05	-0.05(-0.05)	0.0(618)
80	-0.01	-0.06(-0.06)	0.05(96.9)
90	0.06	-0.03(-0.03)	0.09(18.3)
90	-0.03	-0.05(-0.05)	0.02(372)
90	-0.05	-0.05(-0.05)	0.0(565)
90	-0.02	-0.06(-0.06)	0.04(72.5)
100	0.11	-0.04(-0.04)	0.15(30.3)
100	-0.07	-0.09(-0.09)	0.02(341)
100	-0.08	-0.08(-0.08)	0.0(540)
100	-0.05	-0.08(-0.08)	0.04(71.2)
110	-0.07	-0.09(-0.09)	0.02(361)
110	-0.08	-0.08(-0.08)	0.0(583)
110	-0.0	-0.08(-0.08)	0.08(15.8)
110	-0.07	-0.11(-0.11)	0.04(85.1)
120	-0.04	-0.06(-0.06)	0.02(459)
120	-0.06	-0.06(-0.06)	0.0(749)
120	0.06	-0.05(-0.05)	0.11(21.9)
120	-0.02	-0.08(-0.08)	0.06(121)
130	-0.09	-0.11(-0.11)	0.02(350)
130	-0.1	-0.11(-0.11)	0.0(583)
130	-0.02	-0.1(-0.1)	0.08(17.0)
130	-0.08	-0.14(-0.14)	0.06(117)
140	-0.08	-0.09(-0.09)	0.02(340)
140	-0.09	-0.09(-0.09)	0.0(580)
140	0.01	-0.06(-0.06)	0.07(14.9)
140	-0.05	-0.1(-0.1)	0.05(96.1)
150	-0.05	-0.07(-0.07)	0.02(361)
150	-0.06	-0.06(-0.06)	0.0(610)
150	0.06	-0.06(-0.06)	0.11(22.6)
150	-0.0	-0.07(-0.07)	0.07(141)
160	-0.04	-0.06(-0.06)	0.02(339)
160	-0.05	-0.06(-0.06)	0.0(583)
160	0.03	-0.05(-0.05)	0.08(15.9)
160	-0.02	-0.07(-0.07)	0.05(100)
170	-0.09	-0.11(-0.11)	0.01(258)
170	-0.1	-0.1(-0.1)	0.0(458)
170	-0.02	-0.08(-0.08)	0.06(12.6)
170	-0.1	-0.13(-0.13)	0.03(68.4)
180	-0.07	-0.08(-0.08)	0.02(326)
180	0.02	-0.05(-0.05)	0.07(13.9)
180	-0.08	-0.08(-0.08)	0.0(586)
180	-0.04	-0.09(-0.09)	0.05(96.7)
190	0.0	-0.06(-0.06)	0.06(13.0)
190	-0.09	-0.1(-0.1)	0.01(280)
190	-0.09	-0.1(-0.1)	0.0(508)
190	-0.06	-0.11(-0.11)	0.04(89.5)
200	-0.0	-0.08(-0.08)	0.08(16.8)
200	-0.09	-0.11(-0.11)	0.02(321)
200	-0.1	-0.1(-0.1)	0.0(592)
200	-0.07	-0.12(-0.12)	0.06(112)
210	-0.12	-0.13(-0.13)	0.01(218)
210	-0.12	-0.12(-0.12)	0.0(406)
210	-0.07	-0.12(-0.12)	0.05(9.36)
210	-0.11	-0.15(-0.15)	0.04(77.2)
220	-0.1	-0.12(-0.12)	0.01(288)
220	-0.1	-0.11(-0.11)	0.0(550)
220	-0.06	-0.11(-0.11)	0.06(11.7)
220	-0.1	-0.15(-0.15)	0.05(91.0)
230	-0.06	-0.08(-0.08)	0.02(323)
230	0.03	-0.06(-0.06)	0.09(17.9)
230	-0.07	-0.07(-0.07)	0.0(628)
230	-0.04	-0.09(-0.09)	0.05(103)
240	-0.04	-0.09(-0.09)	0.05(9.43)
240	-0.13	-0.14(-0.14)	0.01(213)
240	-0.13	-0.13(-0.13)	0.0(423)
240	-0.12	-0.15(-0.15)	0.03(67.0)
250	-0.03	-0.09(-0.09)	0.06(12.3)
250	-0.1	-0.12(-0.12)	0.01(268)
250	-0.11	-0.11(-0.11)	0.0(541)
250	-0.07	-0.12(-0.12)	0.04(86.9)
260	-0.02	-0.07(-0.07)	0.05(10.6)
260	-0.09	-0.11(-0.11)	0.01(278)
260	-0.1	-0.1(-0.1)	0.0(573)
260	-0.07	-0.11(-0.11)	0.04(82.5)
270	-0.09	-0.13(-0.13)	0.05(9.67)
270	-0.13	-0.14(-0.14)	0.01(246)
270	-0.13	-0.13(-0.13)	0.0(513)
270	-0.14	-0.18(-0.18)	0.04(73.9)
280	-0.01	-0.07(-0.07)	0.05(10.9)
280	-0.09	-0.11(-0.11)	0.01(265)
280	-0.1	-0.1(-0.1)	0.0(565)
280	-0.07	-0.11(-0.11)	0.04(81.3)
290	-0.05	-0.09(-0.09)	0.04(7.77)
290	-0.1	-0.11(-0.11)	0.01(226)
290	-0.1	-0.11(-0.11)	0.0(498)
290	-0.1	-0.13(-0.13)	0.03(63.7)
300	-0.06	-0.11(-0.11)	0.05(9.09)
300	-0.12	-0.13(-0.13)	0.01(259)
300	-0.12	-0.12(-0.12)	0.0(579)
300	-0.11	-0.15(-0.15)	0.04(73.2)
310	-0.06	-0.09(-0.09)	0.03(5.28)
310	-0.13	-0.13(-0.13)	0.0(379)
310	-0.13	-0.14(-0.14)	0.01(166)
310	-0.13	-0.15(-0.15)	0.02(44.9)
320	-0.08	-0.11(-0.11)	0.03(6.95)
320	-0.13	-0.13(-0.13)	0.0(476)
320	-0.13	-0.14(-0.14)	0.01(206)
320	-0.14	-0.16(-0.16)	0.03(55.3)
330	-0.05	-0.09(-0.09)	0.04(7.62)
330	-0.1	-0.1(-0.1)	0.0(503)
330	-0.1	-0.11(-0.11)	0.01(218)
330	-0.1	-0.13(-0.13)	0.03(60.0)
340	-0.06	-0.1(-0.1)	0.03(6.95)
340	-0.12	-0.12(-0.12)	0.0(499)
340	-0.12	-0.13(-0.13)	0.01(211)
340	-0.11	-0.14(-0.14)	0.03(57.0)
350	-0.08	-0.11(-0.11)	0.03(6.48)
350	-0.14	-0.15(-0.15)	0.0(466)
350	-0.14	-0.15(-0.15)	0.01(196)
350	-0.13	-0.16(-0.16)	0.03(53.4)
360	-0.07	-0.11(-0.11)	0.03(6.86)
360	-0.13	-0.14(-0.14)	0.0(534)
360	-0.13	-0.14(-0.14)	0.01(224)
360	-0.15	-0.18(-0.18)	0.03(59.7)
370	-0.08	-0.12(-0.12)	0.03(6.89)
370	-0.12	-0.12(-0.12)	0.0(496)
370	-0.12	-0.13(-0.13)	0.01(209)
370	-0.14	-0.17(-0.17)	0.03(58.0)
380	-0.11	-0.13(-0.13)	0.02(4.92)
380	-0.17	-0.17(-0.17)	0.0(388)
380	-0.17	-0.18(-0.18)	0.01(160)
380	-0.18	-0.2(-0.2)	0.02(42.2)
390	-0.11	-0.15(-0.15)	0.04(8.32)
390	-0.14	-0.15(-0.15)	0.0(601)
390	-0.14	-0.15(-0.15)	0.01(252)
390	-0.15	-0.18(-0.18)	0.03(69.4)
400	-0.02	-0.05(-0.05)	0.03(6.18)
400	-0.07	-0.07(-0.07)	0.0(442)
400	-0.06	-0.07(-0.07)	0.01(186)
400	-0.05	-0.08(-0.08)	0.03(51.9)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809477'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809477'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809477'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809477'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.01	0.01(0.01)	0.0(755)
0	3.78	0.01(0.01)	3.78(755)
0	0.38	0.01(0.01)	0.38(755)
0	0.04	0.01(0.01)	0.04(755)
10	-0.04	-0.05(-0.05)	0.0(584)
10	-0.02	-0.05(-0.05)	0.03(505)
10	0.02	-0.06(-0.06)	0.08(167)
10	0.33	-0.04(-0.04)	0.37(73.5)
20	-0.04	-0.04(-0.04)	0.0(831)
20	-0.01	-0.04(-0.04)	0.03(657)
20	0.07	-0.05(-0.05)	0.12(237)
20	0.47	-0.03(-0.03)	0.5(99.9)
30	-0.04	-0.05(-0.05)	0.0(667)
30	-0.02	-0.05(-0.05)	0.03(504)
30	0.05	-0.06(-0.06)	0.11(216)
30	0.35	-0.05(-0.05)	0.39(78.9)
40	-0.05	-0.05(-0.05)	0.0(713)
40	-0.03	-0.06(-0.06)	0.03(521)
40	0.01	-0.07(-0.07)	0.08(153)
40	0.49	-0.04(-0.04)	0.54(107)
50	-0.05	-0.06(-0.06)	0.0(684)
50	-0.03	-0.06(-0.06)	0.02(489)
50	0.01	-0.08(-0.08)	0.09(182)
50	0.32	-0.07(-0.07)	0.4(79.3)
60	-0.03	-0.03(-0.03)	0.0(682)
60	-0.01	-0.03(-0.03)	0.03(522)
60	0.04	-0.04(-0.04)	0.08(170)
60	0.22	-0.04(-0.04)	0.26(51.5)
70	-0.05	-0.05(-0.05)	0.0(627)
70	-0.03	-0.06(-0.06)	0.02(491)
70	0.03	-0.06(-0.06)	0.09(189)
70	0.28	-0.06(-0.06)	0.34(68.2)
80	-0.04	-0.04(-0.04)	0.0(651)
80	-0.02	-0.04(-0.04)	0.03(516)
80	0.06	-0.05(-0.05)	0.12(233)
80	0.32	-0.03(-0.03)	0.35(70.5)
90	-0.04	-0.04(-0.04)	0.0(608)
90	-0.02	-0.04(-0.04)	0.02(496)
90	0.04	-0.05(-0.05)	0.09(187)
90	0.27	-0.03(-0.03)	0.3(60.8)
100	-0.06	-0.06(-0.06)	0.0(581)
100	-0.05	-0.07(-0.07)	0.02(455)
100	-0.0	-0.08(-0.08)	0.08(150)
100	0.28	-0.05(-0.05)	0.33(66.1)
110	-0.04	-0.07(-0.07)	0.03(507)
110	-0.06	-0.06(-0.06)	0.0(635)
110	-0.01	-0.1(-0.1)	0.09(186)
110	0.18	-0.09(-0.09)	0.26(52.8)
120	-0.02	-0.05(-0.05)	0.03(657)
120	-0.04	-0.05(-0.05)	0.0(825)
120	0.06	-0.07(-0.07)	0.13(264)
120	0.26	-0.06(-0.06)	0.32(63.1)
130	-0.06	-0.09(-0.09)	0.03(514)
130	-0.08	-0.08(-0.08)	0.0(643)
130	-0.02	-0.12(-0.12)	0.11(215)
130	0.15	-0.11(-0.11)	0.27(53.2)
140	-0.05	-0.08(-0.08)	0.03(501)
140	-0.07	-0.08(-0.08)	0.0(638)
140	0.0	-0.09(-0.09)	0.1(195)
140	0.18	-0.07(-0.07)	0.25(50.5)
150	-0.03	-0.05(-0.05)	0.03(574)
150	-0.05	-0.05(-0.05)	0.0(694)
150	0.08	-0.07(-0.07)	0.14(287)
150	0.32	-0.06(-0.06)	0.38(76.0)
160	-0.03	-0.05(-0.05)	0.03(539)
160	-0.05	-0.05(-0.05)	0.0(665)
160	0.03	-0.07(-0.07)	0.09(184)
160	0.23	-0.06(-0.06)	0.29(57.9)
170	-0.07	-0.09(-0.09)	0.02(400)
170	-0.08	-0.09(-0.09)	0.0(517)
170	-0.05	-0.12(-0.12)	0.08(154)
170	0.15	-0.09(-0.09)	0.24(47.3)
180	-0.04	-0.07(-0.07)	0.03(519)
180	-0.06	-0.06(-0.06)	0.0(663)
180	0.0	-0.09(-0.09)	0.09(190)
180	0.13	-0.06(-0.06)	0.19(38.2)
190	-0.07	-0.1(-0.1)	0.02(448)
190	-0.09	-0.09(-0.09)	0.0(575)
190	-0.01	-0.1(-0.1)	0.1(190)
190	0.18	-0.08(-0.08)	0.26(51.2)
200	-0.07	-0.1(-0.1)	0.03(521)
200	-0.09	-0.09(-0.09)	0.0(671)
200	-0.0	-0.11(-0.11)	0.11(213)
200	0.12	-0.1(-0.1)	0.23(45.1)
210	-0.09	-0.11(-0.11)	0.02(347)
210	-0.1	-0.1(-0.1)	0.0(455)
210	-0.08	-0.14(-0.14)	0.07(139)
210	0.02	-0.12(-0.12)	0.14(27.9)
220	-0.08	-0.1(-0.1)	0.02(458)
220	-0.09	-0.09(-0.09)	0.0(613)
220	-0.06	-0.13(-0.13)	0.07(142)
220	0.05	-0.11(-0.11)	0.16(31.7)
230	-0.03	-0.06(-0.06)	0.03(533)
230	-0.05	-0.05(-0.05)	0.0(706)
230	0.02	-0.08(-0.08)	0.1(201)
230	0.24	-0.06(-0.06)	0.3(60.3)
240	-0.1	-0.11(-0.11)	0.02(351)
240	-0.11	-0.11(-0.11)	0.0(473)
240	-0.07	-0.14(-0.14)	0.06(128)
240	0.02	-0.11(-0.11)	0.12(24.6)
250	-0.09	-0.11(-0.11)	0.02(430)
250	-0.1	-0.1(-0.1)	0.0(599)
250	-0.05	-0.12(-0.12)	0.07(142)
250	0.04	-0.1(-0.1)	0.14(27.8)
260	-0.07	-0.09(-0.09)	0.02(443)
260	-0.08	-0.09(-0.09)	0.0(630)
260	-0.03	-0.1(-0.1)	0.07(142)
260	0.03	-0.08(-0.08)	0.12(23.2)
270	-0.11	-0.13(-0.13)	0.02(385)
270	-0.12	-0.12(-0.12)	0.0(558)
270	-0.11	-0.17(-0.17)	0.06(120)
270	-0.04	-0.14(-0.14)	0.1(20.8)
280	-0.07	-0.09(-0.09)	0.02(414)
280	-0.08	-0.08(-0.08)	0.0(609)
280	-0.03	-0.11(-0.11)	0.08(151)
280	0.04	-0.08(-0.08)	0.12(23.5)
290	-0.09	-0.11(-0.11)	0.02(347)
290	-0.1	-0.1(-0.1)	0.0(529)
290	-0.08	-0.12(-0.12)	0.05(98.0)
290	-0.02	-0.1(-0.1)	0.08(15.4)
300	-0.09	-0.11(-0.11)	0.02(389)
300	-0.1	-0.1(-0.1)	0.0(608)
300	-0.1	-0.15(-0.15)	0.05(97.3)
300	-0.03	-0.11(-0.11)	0.08(15.8)
310	-0.12	-0.13(-0.13)	0.01(242)
310	-0.12	-0.13(-0.13)	0.0(394)
310	-0.12	-0.15(-0.15)	0.03(60.5)
310	-0.06	-0.11(-0.11)	0.05(9.54)
320	-0.12	-0.13(-0.13)	0.01(294)
320	-0.12	-0.12(-0.12)	0.0(489)
320	-0.12	-0.16(-0.16)	0.04(77.9)
320	-0.05	-0.11(-0.11)	0.06(12.8)
330	-0.1	-0.11(-0.11)	0.02(302)
330	-0.1	-0.1(-0.1)	0.0(511)
330	-0.09	-0.13(-0.13)	0.04(80.0)
330	-0.03	-0.09(-0.09)	0.06(13.0)
340	-0.11	-0.13(-0.13)	0.01(289)
340	-0.11	-0.12(-0.12)	0.0(503)
340	-0.11	-0.15(-0.15)	0.04(75.0)
340	-0.05	-0.1(-0.1)	0.06(11.0)
350	-0.13	-0.14(-0.14)	0.01(263)
350	-0.14	-0.14(-0.14)	0.0(466)
350	-0.13	-0.16(-0.16)	0.03(67.2)
350	-0.07	-0.12(-0.12)	0.05(9.83)
360	-0.13	-0.14(-0.14)	0.01(296)
360	-0.12	-0.12(-0.12)	0.0(531)
360	-0.14	-0.17(-0.17)	0.04(73.3)
360	-0.07	-0.12(-0.12)	0.05(10.2)
370	-0.11	-0.13(-0.13)	0.01(274)
370	-0.12	-0.12(-0.12)	0.0(492)
370	-0.12	-0.16(-0.16)	0.03(68.2)
370	-0.07	-0.12(-0.12)	0.05(9.61)
380	-0.16	-0.17(-0.17)	0.01(209)
380	-0.16	-0.16(-0.16)	0.0(384)
380	-0.17	-0.2(-0.2)	0.02(49.9)
380	-0.11	-0.14(-0.14)	0.03(6.84)
390	-0.13	-0.15(-0.15)	0.02(327)
390	-0.13	-0.14(-0.14)	0.0(594)
390	-0.15	-0.19(-0.19)	0.04(80.5)
390	-0.1	-0.16(-0.16)	0.06(11.5)
400	-0.06	-0.07(-0.07)	0.01(242)
400	-0.06	-0.07(-0.07)	0.0(437)
400	-0.05	-0.08(-0.08)	0.03(59.9)
400	-0.01	-0.05(-0.05)	0.04(8.57)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809478'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809479'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.38	0.01(0.01)	0.38(755)
0	0.04	0.01(0.01)	0.04(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809480'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809479'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	3.78	0.01(0.01)	3.78(755)
0	0.01	0.01(0.01)	0.0(755)
10	0.05	-0.05(-0.05)	0.11(213)
10	-0.01	-0.03(-0.03)	0.02(475)
10	0.83	-0.04(-0.04)	0.87(173)
10	-0.03	-0.03(-0.03)	0.0(580)
20	0.22	-0.03(-0.03)	0.25(502)
20	0.0	-0.03(-0.03)	0.03(657)
20	0.99	-0.03(-0.03)	1.02(204)
20	-0.03	-0.03(-0.03)	0.0(838)
30	0.12	-0.04(-0.04)	0.16(322)
30	0.0	-0.03(-0.03)	0.03(634)
30	1.06	-0.05(-0.05)	1.11(222)
30	-0.03	-0.03(-0.03)	0.0(715)
40	0.09	-0.05(-0.05)	0.13(267)
40	-0.02	-0.05(-0.05)	0.03(586)
40	1.43	-0.04(-0.04)	1.47(293)
40	-0.05	-0.05(-0.05)	0.0(759)
50	0.09	-0.05(-0.05)	0.13(269)
50	0.0	-0.03(-0.03)	0.03(567)
50	0.89	-0.08(-0.08)	0.97(194)
50	-0.03	-0.03(-0.03)	0.0(710)
60	0.12	-0.02(-0.02)	0.14(277)
60	0.03	-0.0(-0.0)	0.03(638)
60	0.76	-0.04(-0.04)	0.8(160)
60	-0.0	-0.0(-0.0)	0.0(764)
70	0.09	-0.05(-0.05)	0.14(272)
70	-0.01	-0.04(-0.04)	0.03(632)
70	0.92	-0.05(-0.05)	0.97(195)
70	-0.04	-0.04(-0.04)	0.0(720)
80	0.16	-0.03(-0.03)	0.18(367)
80	0.01	-0.02(-0.02)	0.03(661)
80	0.78	-0.04(-0.04)	0.82(164)
