Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
240	0.25	-0.06(-0.06)	0.31(62.0)
240	0.06	-0.07(-0.07)	0.12(249)
240	-0.04	-0.04(-0.04)	0.0(548)
240	-0.02	-0.05(-0.05)	0.02(466)
250	0.19	-0.03(-0.03)	0.21(42.9)
250	0.04	-0.07(-0.07)	0.11(221)
250	-0.05	-0.06(-0.06)	0.0(554)
250	-0.04	-0.06(-0.06)	0.02(462)
260	0.17	-0.07(-0.07)	0.24(47.5)
260	0.01	-0.09(-0.09)	0.11(210)
260	-0.06	-0.08(-0.08)	0.02(436)
260	-0.07	-0.07(-0.07)	0.0(531)
270	0.2	-0.02(-0.02)	0.22(44.0)
270	0.04	-0.05(-0.05)	0.09(186)
270	-0.02	-0.04(-0.04)	0.02(350)
270	-0.03	-0.04(-0.04)	0.0(429)
280	0.26	0.04(0.04)	0.23(45.4)
280	0.09	-0.02(-0.02)	0.11(213)
280	0.01	-0.01(-0.01)	0.02(440)
280	-0.01	-0.01(-0.01)	0.0(549)
290	0.17	-0.01(-0.01)	0.18(35.7)
290	0.01	-0.07(-0.07)	0.08(159)
290	-0.05	-0.05(-0.05)	0.0(432)
290	-0.04	-0.06(-0.06)	0.02(340)
300	0.17	-0.01(-0.01)	0.18(35.7)
300	0.05	-0.05(-0.05)	0.1(198)
300	-0.02	-0.02(-0.02)	0.0(551)
300	-0.01	-0.03(-0.03)	0.02(430)
310	-0.1	-0.17(-0.17)	0.07(148)
310	0.01	-0.14(-0.14)	0.15(30.7)
310	-0.12	-0.13(-0.13)	0.02(327)
310	-0.11	-0.12(-0.12)	0.0(423)
320	0.14	-0.04(-0.04)	0.18(36.2)
320	0.01	-0.07(-0.07)	0.08(159)
320	-0.05	-0.07(-0.07)	0.02(367)
320	-0.06	-0.06(-0.06)	0.0(484)
330	0.04	-0.06(-0.06)	0.1(20.7)
330	-0.07	-0.13(-0.13)	0.06(115)
330	-0.09	-0.11(-0.11)	0.01(280)
330	-0.09	-0.1(-0.1)	0.0(374)
340	0.03	-0.08(-0.08)	0.1(20.7)
340	-0.06	-0.12(-0.12)	0.06(122)
340	-0.09	-0.1(-0.1)	0.02(303)
340	-0.09	-0.09(-0.09)	0.0(409)
350	0.12	0.02(0.02)	0.1(19.8)
350	0.03	-0.04(-0.04)	0.06(126)
350	-0.02	-0.04(-0.04)	0.02(329)
350	-0.03	-0.03(-0.03)	0.0(449)
360	0.0	-0.09(-0.09)	0.09(18.6)
360	-0.08	-0.13(-0.13)	0.06(115)
360	-0.1	-0.11(-0.11)	0.01(292)
360	-0.11	-0.11(-0.11)	0.0(397)
370	0.08	-0.01(-0.01)	0.09(17.7)
370	-0.01	-0.07(-0.07)	0.06(115)
370	-0.05	-0.06(-0.06)	0.02(313)
370	-0.05	-0.05(-0.05)	0.0(432)
380	0.09	-0.01(-0.01)	0.1(20.2)
380	0.0	-0.06(-0.06)	0.06(126)
380	-0.03	-0.05(-0.05)	0.02(327)
380	-0.04	-0.04(-0.04)	0.0(448)
390	-0.02	-0.13(-0.13)	0.1(20.4)
390	-0.13	-0.15(-0.15)	0.02(355)
390	-0.11	-0.18(-0.18)	0.07(131)
390	-0.14	-0.14(-0.14)	0.0(489)
400	0.24	0.13(0.13)	0.11(21.3)
400	0.07	0.06(0.06)	0.02(355)
400	0.15	0.09(0.09)	0.07(134)
400	0.06	0.06(0.06)	0.0(489)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470838'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.19	0.16(0.16)	0.04(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470838'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470838'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470838'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.16	0.16(0.16)	0.0(712)
0	3.72	0.16(0.16)	3.56(712)
0	0.51	0.16(0.16)	0.36(712)
10	0.14	0.1(0.1)	0.04(783)
10	0.1	0.1(0.1)	0.0(818)
10	1.41	0.08(0.08)	1.33(266)
10	0.4	0.1(0.1)	0.3(601)
20	0.1	0.06(0.06)	0.04(881)
20	0.07	0.06(0.06)	0.0(921)
20	1.37	0.08(0.08)	1.28(257)
20	0.37	0.06(0.06)	0.31(630)
30	0.14	0.1(0.1)	0.04(823)
30	0.11	0.1(0.1)	0.0(861)
30	1.52	0.12(0.12)	1.41(282)
30	0.41	0.11(0.11)	0.31(615)
40	0.1	0.06(0.06)	0.04(811)
40	0.07	0.07(0.07)	0.0(852)
40	1.04	0.05(0.05)	0.98(197)
40	0.34	0.05(0.05)	0.28(566)
50	0.17	0.11(0.11)	0.05(1069)
50	0.12	0.11(0.11)	0.01(1117)
50	1.46	0.1(0.1)	1.37(274)
50	0.53	0.11(0.11)	0.42(843)
60	0.1	0.06(0.06)	0.04(776)
60	0.07	0.06(0.06)	0.0(824)
60	1.2	0.08(0.08)	1.12(224)
60	0.29	0.05(0.05)	0.23(465)
70	0.11	0.07(0.07)	0.04(721)
70	0.07	0.07(0.07)	0.0(761)
70	0.94	0.08(0.08)	0.86(172)
70	0.31	0.07(0.07)	0.24(471)
80	0.12	0.08(0.08)	0.04(733)
80	0.08	0.08(0.08)	0.0(763)
80	1.09	0.09(0.09)	0.99(199)
80	0.36	0.09(0.09)	0.27(538)
90	0.11	0.07(0.07)	0.04(844)
90	0.07	0.07(0.07)	0.0(882)
90	1.33	0.08(0.08)	1.25(249)
90	0.36	0.06(0.06)	0.3(594)
100	0.09	0.06(0.06)	0.03(633)
100	0.07	0.06(0.06)	0.0(670)
100	0.77	0.04(0.04)	0.72(145)
100	0.28	0.07(0.07)	0.21(421)
110	0.08	0.05(0.05)	0.04(718)
110	0.05	0.05(0.05)	0.0(752)
110	1.19	0.09(0.09)	1.1(219)
110	0.3	0.06(0.06)	0.24(484)
120	0.13	0.09(0.09)	0.04(750)
120	0.1	0.1(0.1)	0.0(803)
120	1.16	0.07(0.07)	1.09(218)
120	0.33	0.08(0.08)	0.26(512)
130	0.11	0.07(0.07)	0.04(739)
130	0.08	0.08(0.08)	0.0(785)
130	1.04	0.06(0.06)	0.98(196)
130	0.33	0.08(0.08)	0.26(510)
140	0.08	0.05(0.05)	0.03(619)
140	0.06	0.05(0.05)	0.0(657)
140	0.96	0.07(0.07)	0.89(179)
140	0.27	0.05(0.05)	0.22(434)
150	0.08	0.04(0.04)	0.04(863)
150	0.05	0.05(0.05)	0.0(914)
150	1.0	0.02(0.02)	0.98(195)
150	0.34	0.03(0.03)	0.3(608)
160	0.07	0.04(0.04)	0.03(688)
160	0.05	0.04(0.04)	0.0(733)
160	0.89	0.06(0.06)	0.84(167)
160	0.26	0.03(0.03)	0.23(454)
170	0.07	0.03(0.03)	0.04(780)
170	0.04	0.03(0.03)	0.0(824)
170	0.89	0.03(0.03)	0.86(172)
170	0.27	0.02(0.02)	0.25(504)
180	-0.0	-0.03(-0.03)	0.03(523)
180	-0.02	-0.02(-0.02)	0.0(555)
180	0.65	0.02(0.02)	0.63(125)
180	0.17	-0.02(-0.02)	0.19(383)
190	-0.05	-0.08(-0.08)	0.03(567)
190	-0.07	-0.07(-0.07)	0.0(609)
190	0.87	-0.01(-0.01)	0.88(175)
190	0.14	-0.06(-0.06)	0.2(402)
200	0.05	0.01(0.01)	0.04(710)
200	0.02	0.01(0.01)	0.0(762)
200	0.89	0.0(0.0)	0.88(177)
200	0.22	-0.02(-0.02)	0.24(472)
210	0.06	0.03(0.03)	0.04(719)
210	0.03	0.02(0.02)	0.0(772)
210	0.71	0.03(0.03)	0.69(137)
210	0.29	0.04(0.04)	0.25(505)
220	0.1	0.06(0.06)	0.04(747)
220	0.06	0.06(0.06)	0.0(799)
220	0.92	0.06(0.06)	0.85(171)
220	0.29	0.05(0.05)	0.24(484)
230	0.08	0.05(0.05)	0.04(718)
230	0.06	0.05(0.05)	0.0(775)
230	0.95	0.04(0.04)	0.91(182)
230	0.27	0.04(0.04)	0.23(465)
240	0.04	0.01(0.01)	0.03(661)
240	0.02	0.01(0.01)	0.0(712)
240	0.67	-0.0(-0.0)	0.67(133)
240	0.19	-0.01(-0.01)	0.2(407)
250	0.01	-0.02(-0.02)	0.03(637)
250	-0.02	-0.02(-0.02)	0.0(703)
250	0.6	0.0(0.0)	0.6(119)
250	0.14	-0.04(-0.04)	0.17(343)
260	-0.0	-0.03(-0.03)	0.03(597)
260	-0.02	-0.03(-0.03)	0.0(668)
260	0.51	-0.02(-0.02)	0.53(105)
260	0.13	-0.05(-0.05)	0.19(370)
270	0.02	-0.01(-0.01)	0.02(488)
270	0.0	-0.0(-0.0)	0.0(542)
270	0.52	0.01(0.01)	0.51(102)
270	0.15	-0.01(-0.01)	0.16(313)
280	0.05	0.02(0.02)	0.03(625)
280	0.02	0.02(0.02)	0.0(700)
280	0.54	0.03(0.03)	0.51(102)
280	0.18	0.01(0.01)	0.17(343)
290	-0.02	-0.04(-0.04)	0.02(477)
290	-0.03	-0.04(-0.04)	0.0(545)
290	0.44	-0.01(-0.01)	0.45(90.2)
290	0.09	-0.04(-0.04)	0.14(277)
300	0.03	-0.0(-0.0)	0.03(598)
300	0.01	0.01(0.01)	0.0(692)
300	0.38	-0.0(-0.0)	0.39(77.6)
300	0.14	-0.02(-0.02)	0.15(309)
310	-0.08	-0.1(-0.1)	0.02(448)
310	-0.09	-0.09(-0.09)	0.0(524)
310	0.22	-0.1(-0.1)	0.33(65.0)
310	-0.02	-0.14(-0.14)	0.11(229)
320	-0.03	-0.05(-0.05)	0.02(495)
320	-0.04	-0.05(-0.05)	0.0(592)
320	0.3	-0.04(-0.04)	0.34(67.2)
320	0.07	-0.05(-0.05)	0.12(247)
330	-0.06	-0.08(-0.08)	0.02(370)
330	-0.07	-0.07(-0.07)	0.0(453)
330	0.15	-0.05(-0.05)	0.21(41.5)
330	-0.02	-0.1(-0.1)	0.08(168)
340	-0.06	-0.08(-0.08)	0.02(394)
340	-0.07	-0.07(-0.07)	0.0(490)
340	0.16	-0.06(-0.06)	0.21(42.8)
340	-0.02	-0.11(-0.11)	0.09(172)
350	-0.0	-0.02(-0.02)	0.02(417)
350	-0.01	-0.01(-0.01)	0.0(530)
350	0.17	0.01(0.01)	0.17(33.5)
350	0.05	-0.03(-0.03)	0.08(168)
360	-0.06	-0.08(-0.08)	0.02(359)
360	-0.07	-0.07(-0.07)	0.0(460)
360	0.04	-0.09(-0.09)	0.13(25.7)
360	-0.04	-0.12(-0.12)	0.07(147)
370	-0.05	-0.07(-0.07)	0.02(381)
370	-0.06	-0.06(-0.06)	0.0(498)
370	0.1	-0.01(-0.01)	0.11(22.8)
370	0.01	-0.07(-0.07)	0.07(146)
380	-0.03	-0.05(-0.05)	0.02(393)
380	-0.04	-0.04(-0.04)	0.0(513)
380	0.11	-0.01(-0.01)	0.12(23.9)
380	0.01	-0.06(-0.06)	0.08(151)
390	-0.11	-0.13(-0.13)	0.02(423)
390	-0.12	-0.12(-0.12)	0.0(557)
390	-0.01	-0.13(-0.13)	0.12(24.1)
390	-0.08	-0.16(-0.16)	0.08(156)
400	0.08	0.05(0.05)	0.02(424)
400	0.05	0.05(0.05)	0.0(556)
400	0.26	0.14(0.14)	0.12(24.9)
400	0.16	0.08(0.08)	0.08(159)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470839'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	3.72	0.16(0.16)	3.56(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470839'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470839'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470839'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.19	0.16(0.16)	0.04(712)
0	0.16	0.16(0.16)	0.0(712)
0	0.51	0.16(0.16)	0.36(712)
10	2.79	0.11(0.11)	2.68(536)
10	0.16	0.11(0.11)	0.05(953)
10	0.12	0.11(0.11)	0.0(973)
10	0.53	0.12(0.12)	0.41(827)
20	3.79	0.11(0.11)	3.68(736)
20	0.14	0.09(0.09)	0.05(1054)
20	0.09	0.09(0.09)	0.01(1082)
20	0.54	0.1(0.1)	0.44(884)
30	3.13	0.13(0.13)	3.0(600)
30	0.17	0.12(0.12)	0.05(983)
30	0.13	0.12(0.12)	0.01(1001)
30	0.56	0.13(0.13)	0.43(865)
40	3.3	0.11(0.11)	3.19(638)
40	0.15	0.11(0.11)	0.05(954)
40	0.11	0.11(0.11)	0.0(981)
40	0.5	0.11(0.11)	0.39(775)
50	3.84	0.14(0.14)	3.7(740)
50	0.22	0.16(0.16)	0.07(1346)
50	0.17	0.16(0.16)	0.01(1371)
50	0.71	0.14(0.14)	0.56(1127)
60	2.65	0.12(0.12)	2.53(506)
60	0.15	0.11(0.11)	0.04(899)
60	0.11	0.11(0.11)	0.0(938)
60	0.5	0.13(0.13)	0.38(750)
70	2.16	0.12(0.12)	2.04(409)
70	0.15	0.11(0.11)	0.04(847)
70	0.12	0.11(0.11)	0.0(871)
70	0.47	0.12(0.12)	0.35(700)
80	2.26	0.14(0.14)	2.12(425)
80	0.19	0.14(0.14)	0.04(876)
80	0.15	0.14(0.14)	0.0(894)
80	0.52	0.15(0.15)	0.36(726)
90	3.24	0.12(0.12)	3.12(623)
90	0.16	0.11(0.11)	0.05(993)
90	0.12	0.11(0.11)	0.01(1020)
90	0.54	0.13(0.13)	0.42(838)
100	1.94	0.1(0.1)	1.84(367)
100	0.16	0.12(0.12)	0.04(746)
100	0.13	0.12(0.12)	0.0(766)
100	0.43	0.12(0.12)	0.31(616)
110	2.65	0.12(0.12)	2.53(507)
110	0.15	0.11(0.11)	0.04(869)
110	0.11	0.1(0.1)	0.0(897)
110	0.49	0.11(0.11)	0.37(748)
120	3.32	0.12(0.12)	3.2(640)
120	0.19	0.14(0.14)	0.05(943)
120	0.15	0.15(0.15)	0.0(961)
120	0.54	0.15(0.15)	0.39(786)
130	2.93	0.12(0.12)	2.81(563)
130	0.17	0.12(0.12)	0.04(899)
130	0.12	0.12(0.12)	0.0(923)
130	0.48	0.14(0.14)	0.35(697)
140	2.62	0.14(0.14)	2.48(496)
140	0.14	0.1(0.1)	0.04(779)
140	0.1	0.1(0.1)	0.0(801)
140	0.38	0.1(0.1)	0.28(562)
150	3.26	0.09(0.09)	3.17(634)
150	0.16	0.11(0.11)	0.05(1057)
150	0.11	0.11(0.11)	0.01(1098)
150	0.53	0.12(0.12)	0.4(810)
160	2.39	0.1(0.1)	2.29(459)
160	0.09	0.08(0.08)	0.0(869)
160	0.13	0.09(0.09)	0.04(845)
160	0.41	0.08(0.08)	0.33(652)
170	2.1	0.07(0.07)	2.02(404)
170	0.14	0.09(0.09)	0.05(976)
170	0.09	0.09(0.09)	0.01(1000)
170	0.44	0.09(0.09)	0.36(713)
180	1.31	0.06(0.06)	1.25(251)
180	0.06	0.05(0.05)	0.0(678)
180	0.08	0.05(0.05)	0.03(658)
180	0.34	0.07(0.07)	0.27(546)
190	1.98	0.07(0.07)	1.91(382)
190	0.03	0.02(0.02)	0.0(749)
190	0.06	0.02(0.02)	0.04(727)
190	0.35	0.05(0.05)	0.31(613)
200	1.49	0.07(0.07)	1.41(283)
200	0.04	0.04(0.04)	0.0(942)
200	0.09	0.04(0.04)	0.05(916)
200	0.39	0.04(0.04)	0.34(685)
210	1.66	0.1(0.1)	1.56(311)
210	0.09	0.08(0.08)	0.0(960)
210	0.13	0.08(0.08)	0.05(936)
210	0.44	0.08(0.08)	0.36(727)
220	1.63	0.11(0.11)	1.52(303)
220	0.1	0.09(0.09)	0.0(963)
220	0.14	0.09(0.09)	0.05(930)
220	0.44	0.1(0.1)	0.35(695)
230	2.06	0.1(0.1)	1.96(392)
230	0.12	0.12(0.12)	0.0(971)
230	0.16	0.11(0.11)	0.05(944)
230	0.51	0.11(0.11)	0.4(802)
240	1.6	0.07(0.07)	1.53(306)
240	0.08	0.08(0.08)	0.0(860)
240	0.12	0.08(0.08)	0.04(827)
240	0.4	0.08(0.08)	0.31(629)
250	1.55	0.07(0.07)	1.48(296)
250	0.04	0.04(0.04)	0.0(858)
250	0.08	0.04(0.04)	0.04(811)
250	0.3	0.01(0.01)	0.29(579)
260	1.23	0.06(0.06)	1.17(234)
260	0.05	0.05(0.05)	0.0(854)
260	0.08	0.04(0.04)	0.04(811)
260	0.34	0.05(0.05)	0.3(593)
270	1.19	0.07(0.07)	1.12(224)
270	0.06	0.06(0.06)	0.0(701)
270	0.09	0.06(0.06)	0.03(672)
270	0.31	0.07(0.07)	0.24(486)
280	1.21	0.07(0.07)	1.14(227)
280	0.07	0.07(0.07)	0.0(886)
280	0.11	0.07(0.07)	0.04(840)
280	0.36	0.07(0.07)	0.29(586)
290	1.1	0.03(0.03)	1.07(215)
290	0.02	0.02(0.02)	0.0(700)
290	0.05	0.01(0.01)	0.03(666)
290	0.24	0.01(0.01)	0.24(473)
300	0.87	0.04(0.04)	0.83(166)
300	0.07	0.06(0.06)	0.0(873)
300	0.1	0.06(0.06)	0.04(812)
300	0.31	0.05(0.05)	0.25(509)
310	0.73	-0.01(-0.01)	0.75(149)
310	-0.02	-0.02(-0.02)	0.0(664)
310	0.01	-0.02(-0.02)	0.03(619)
310	0.16	-0.04(-0.04)	0.2(394)
320	0.71	0.0(0.0)	0.71(141)
320	0.01	0.01(0.01)	0.0(754)
320	0.04	0.0(0.0)	0.03(696)
320	0.22	-0.0(-0.0)	0.22(449)
330	0.36	-0.03(-0.03)	0.38(76.8)
330	-0.02	-0.02(-0.02)	0.0(575)
330	0.0	-0.02(-0.02)	0.03(518)
330	0.11	-0.04(-0.04)	0.15(300)
340	0.42	-0.03(-0.03)	0.45(90.0)
340	-0.03	-0.03(-0.03)	0.0(608)
340	-0.01	-0.03(-0.03)	0.03(537)
340	0.08	-0.06(-0.06)	0.14(290)
350	0.31	0.01(0.01)	0.3(59.8)
350	0.02	0.02(0.02)	0.0(641)
350	0.04	0.01(0.01)	0.03(553)
350	0.12	-0.02(-0.02)	0.14(274)
360	0.2	-0.07(-0.07)	0.27(53.8)
360	-0.04	-0.04(-0.04)	0.0(543)
360	-0.03	-0.05(-0.05)	0.02(459)
360	0.03	-0.08(-0.08)	0.11(228)
370	0.17	-0.02(-0.02)	0.19(38.5)
370	-0.04	-0.04(-0.04)	0.0(575)
370	-0.02	-0.05(-0.05)	0.02(476)
370	0.05	-0.06(-0.06)	0.11(213)
380	0.16	-0.01(-0.01)	0.17(34.2)
380	-0.04	-0.04(-0.04)	0.0(584)
380	-0.02	-0.05(-0.05)	0.02(476)
380	0.04	-0.06(-0.06)	0.1(196)
390	0.02	-0.13(-0.13)	0.15(30.7)
390	-0.08	-0.08(-0.08)	0.0(628)
390	-0.07	-0.09(-0.09)	0.03(507)
390	-0.06	-0.15(-0.15)	0.1(193)
400	0.29	0.13(0.13)	0.15(30.7)
400	0.06	0.06(0.06)	0.0(626)
400	0.08	0.06(0.06)	0.03(505)
400	0.17	0.08(0.08)	0.1(194)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470840'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.14	0.14(0.14)	0.0(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470840'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470840'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470840'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	3.7	0.14(0.14)	3.56(712)
0	0.5	0.14(0.14)	0.36(712)
0	0.18	0.14(0.14)	0.04(712)
10	0.1	0.1(0.1)	0.0(743)
10	2.93	0.14(0.14)	2.79(558)
10	0.45	0.1(0.1)	0.35(700)
10	0.14	0.1(0.1)	0.04(739)
20	0.09	0.08(0.08)	0.0(830)
20	2.29	0.1(0.1)	2.18(437)
20	0.45	0.08(0.08)	0.37(734)
20	0.12	0.08(0.08)	0.04(821)
30	0.06	0.05(0.05)	0.0(761)
30	1.37	0.07(0.07)	1.3(260)
30	0.37	0.05(0.05)	0.32(634)
30	0.09	0.05(0.05)	0.04(749)
40	-0.04	-0.05(-0.05)	0.0(748)
40	0.67	-0.08(-0.08)	0.75(150)
40	0.22	-0.07(-0.07)	0.29(586)
40	-0.01	-0.05(-0.05)	0.04(733)
50	0.01	0.01(0.01)	0.01(1007)
50	0.51	-0.02(-0.02)	0.53(106)
50	0.36	-0.01(-0.01)	0.37(733)
50	0.05	0.0(0.0)	0.05(981)
60	-0.03	-0.03(-0.03)	0.0(721)
60	0.21	-0.04(-0.04)	0.25(50.7)
60	0.18	-0.06(-0.06)	0.24(486)
60	-0.0	-0.04(-0.04)	0.03(698)
70	-0.06	-0.07(-0.07)	0.0(662)
70	0.14	-0.09(-0.09)	0.23(46.5)
70	0.12	-0.09(-0.09)	0.21(425)
70	-0.04	-0.07(-0.07)	0.03(638)
80	-0.18	-0.18(-0.18)	0.0(642)
80	0.05	-0.19(-0.19)	0.24(48.3)
80	-0.04	-0.23(-0.23)	0.19(381)
80	-0.16	-0.19(-0.19)	0.03(616)
90	-0.03	-0.04(-0.04)	0.0(735)
90	0.25	-0.03(-0.03)	0.28(55.8)
90	0.15	-0.06(-0.06)	0.21(415)
90	-0.01	-0.04(-0.04)	0.04(703)
100	-0.14	-0.15(-0.15)	0.0(563)
100	-0.0	-0.2(-0.2)	0.2(39.7)
100	-0.04	-0.19(-0.19)	0.15(294)
100	-0.13	-0.15(-0.15)	0.03(535)
110	-0.09	-0.1(-0.1)	0.0(635)
110	0.17	-0.05(-0.05)	0.22(44.9)
110	-0.07	-0.1(-0.1)	0.03(602)
110	0.05	-0.11(-0.11)	0.16(320)
120	-0.09	-0.1(-0.1)	0.0(679)
120	0.09	-0.11(-0.11)	0.2(39.7)
120	-0.07	-0.1(-0.1)	0.03(640)
120	0.02	-0.14(-0.14)	0.16(316)
130	-0.2	-0.21(-0.21)	0.0(651)
130	-0.01	-0.22(-0.22)	0.21(41.6)
130	-0.18	-0.21(-0.21)	0.03(613)
130	-0.11	-0.25(-0.25)	0.15(295)
140	-0.15	-0.16(-0.16)	0.0(551)
140	0.05	-0.13(-0.13)	0.18(35.2)
140	-0.14	-0.16(-0.16)	0.03(516)
140	-0.07	-0.19(-0.19)	0.12(238)
150	-0.26	-0.26(-0.26)	0.0(760)
150	-0.13	-0.37(-0.37)	0.24(48.5)
150	-0.23	-0.27(-0.27)	0.04(710)
150	-0.18	-0.33(-0.33)	0.15(310)
160	-0.24	-0.24(-0.24)	0.0(613)
160	-0.12	-0.32(-0.32)	0.2(39.1)
160	-0.22	-0.25(-0.25)	0.03(571)
160	-0.18	-0.3(-0.3)	0.12(240)
170	-0.18	-0.19(-0.19)	0.0(681)
170	0.01	-0.21(-0.21)	0.22(44.3)
170	-0.16	-0.19(-0.19)	0.03(633)
170	-0.1	-0.23(-0.23)	0.13(260)
180	-0.26	-0.27(-0.27)	0.0(471)
180	-0.03	-0.19(-0.19)	0.16(32.4)
180	-0.25	-0.27(-0.27)	0.02(437)
180	-0.19	-0.28(-0.28)	0.09(176)
190	-0.36	-0.36(-0.36)	0.0(519)
190	-0.2	-0.38(-0.38)	0.17(34.8)
